record_id,Income
59563,7
62442,7
38324,3
43071,5
24006,3
63105,7
32620,3
30212,5
5921,7
69949,5
25399,5
9141,7
5189,7
66054,5
36408,7
26864,7
49827,5
56014,7
60775,5
52441,7
42157,5
40611,5
5592,7
15097,5
29444,5
46744,5
26549,5
18261,7
4188,5
44065,7
30489,7
19246,5
52384,5
15613,5
6259,5
37923,7
760,7
41438,3
44532,5
23770,3
35293,3
16970,5
22298,5
66773,5
62455,7
16065,7
56714,3
24363,5
66,5
55107,5
8355,5
60471,7
23356,7
62823,3
25159,7
6718,5
275,7
7211,3
52688,3
19667,5
39753,7
37309,5
38716,7
67430,5
51810,5
11673,7
48551,7
19178,3
67617,3
31629,3
4124,5
67019,7
44212,7
7724,5
53156,5
59331,7
23373,7
44807,5
39309,7
44991,3
52874,3
13757,7
9968,7
13754,5
53448,7
6488,7
59891,3
7876,5
11785,5
45942,7
2917,3
39477,7
58194,7
23410,5
31888,3
4182,7
42130,5
62798,5
61896,3
58383,5
5763,5
33166,5
7260,7
11431,5
61114,7
48514,7
69595,7
65811,5
31462,7
54683,5
22039,7
13799,5
69802,5
67783,5
42320,5
9569,7
70533,5
70382,3
64996,5
64641,7
69398,7
10218,3
52181,5
12748,7
12148,5
51540,5
37813,5
15903,3
30925,7
24143,3
3706,5
49897,5
4237,7
70183,5
54924,5
70171,3
13095,5
16159,3
18256,3
29049,5
53558,5
30359,5
19757,5
3011,3
64692,5
43102,3
21206,5
51637,3
36731,5
60337,5
40666,7
67663,5
26008,5
37196,3
22632,5
57356,7
7957,7
65564,5
41448,5
10146,5
10450,7
18625,5
64189,3
20504,7
15369,3
20889,7
24072,7
11161,5
47867,5
5670,5
43785,7
19817,3
46303,5
8434,3
11974,7
24396,7
3858,7
23292,5
40263,5
69289,7
6682,7
32751,7
46531,7
11231,5
51611,5
32100,5
40830,7
62556,5
44468,3
57330,7
43121,7
39100,5
42787,7
61769,5
37779,7
21331,5
23780,7
19210,5
70095,3
262,5
20668,5
25354,7
25459,7
43597,5
27733,5
63408,3
65063,7
58673,7
67527,7
37937,3
25634,5
1185,5
26460,5
16729,5
48162,5
67943,5
61466,7
27087,7
33486,7
1169,5
40991,7
3559,5
64668,5
35711,7
58348,3
24559,7
5794,5
30264,5
60677,5
9762,7
49668,5
52841,5
4410,5
19973,3
63423,5
21318,5
16478,5
54027,3
52444,5
34324,7
45209,3
29525,7
35280,5
58372,3
23043,3
62268,5
12922,5
15229,7
47735,5
56540,5
53451,5
61342,5
36638,5
66174,5
57658,7
11263,3
29492,7
28087,5
44520,5
28448,7
52377,7
6469,7
21284,7
57717,7
69745,5
39382,3
51436,7
50623,5
59070,5
21386,5
59958,5
28997,5
69693,5
7776,7
62280,7
62220,5
3543,7
10898,5
16844,5
51425,3
9727,7
35933,3
15174,7
46906,5
56504,3
12228,3
21195,7
67949,5
26973,7
33673,5
39446,7
17872,7
27454,7
20056,5
24329,5
27344,5
56727,5
14587,7
36381,3
67101,5
34788,7
59821,7
38803,7
44276,7
36154,5
58902,7
65132,7
7017,7
48896,5
44718,3
15841,5
32506,3
53524,5
66199,5
5112,7
51492,3
32646,5
11856,3
33915,5
56902,5
15904,7
16731,5
45453,5
55837,5
62607,3
11173,7
40111,5
55458,7
25903,5
27603,7
38935,3
58026,5
5156,7
45641,5
39997,5
9431,5
22536,3
41062,7
46131,5
45645,5
43363,3
68242,5
59894,5
6139,5
65288,5
60435,5
27127,7
4949,5
32254,5
8006,3
57333,5
33476,5
12227,7
60259,5
48119,5
63488,7
63508,7
40311,5
50481,7
31719,7
26972,3
20061,7
62522,5
4255,5
58419,3
69842,7
69547,3
30753,5
61339,5
20576,5
38146,7
4756,5
14230,5
39967,5
14133,5
6793,5
61209,3
58789,7
31347,7
61284,7
58443,5
2278,5
17402,3
18078,7
14674,5
5007,5
47120,5
1580,5
63888,5
53809,3
49312,3
43717,5
49454,3
44474,3
18518,7
60719,3
9335,7
33503,5
66817,5
34859,7
25043,5
68018,7
15109,5
46496,5
8268,5
33702,7
47020,5
40053,7
14824,3
2065,7
26388,5
56340,5
69190,5
16793,7
10428,7
57328,7
7469,7
22200,5
46249,7
295,7
18254,7
46525,5
49005,5
40685,5
15358,5
69806,5
54818,3
24061,5
36059,7
18115,5
22852,7
37279,7
25799,7
40264,7
51817,5
19023,5
45471,7
52285,5
28319,5
801,5
55684,7
4738,5
44627,5
70392,3
2021,5
20502,5
44441,3
18782,5
7778,7
58380,7
59945,3
37810,3
42923,3
65040,5
10062,7
57619,5
32327,5
38561,7
46603,5
47219,7
57496,5
20577,7
57269,5
7312,7
50072,5
32803,5
24966,7
67336,5
46709,7
22538,7
49052,5
16761,7
38805,3
53403,5
34544,5
64625,7
68299,5
53506,5
23788,5
52440,5
35066,7
49889,7
15888,7
53332,3
11215,7
32069,5
69880,5
40844,5
6104,3
69846,5
22649,5
60108,5
44342,5
21464,7
19585,5
37209,7
67206,5
9707,7
30035,5
64965,7
56294,7
60052,3
13169,5
10260,7
42619,3
33951,5
61864,5
4235,5
54163,5
9542,7
68760,7
68498,7
33153,5
24965,7
21459,7
33555,7
18436,5
6110,7
8844,5
44602,3
23587,5
17584,5
64253,5
15640,7
39350,5
54200,5
47249,7
1502,3
46299,7
66934,3
22023,7
32717,7
14611,5
58250,7
57626,5
62246,5
23797,7
22384,5
12713,7
23746,5
66152,7
67502,5
6386,7
49880,3
17237,7
30440,5
1167,7
56238,7
36957,5
14006,5
23036,7
38950,5
9889,5
64840,5
10951,7
38975,5
46621,5
41416,5
57568,3
16125,5
33413,3
29067,5
44663,5
6587,5
56231,5
43684,7
1155,7
28864,7
64534,3
50515,7
48716,3
19576,7
6002,7
17183,7
24907,3
26834,5
52768,5
41411,3
20517,7
70195,7
23291,7
9066,5
36115,5
42960,3
7886,5
28396,5
64816,5
65436,3
16477,5
13341,3
57926,7
60780,3
3793,5
7890,5
32512,5
1449,7
3100,7
8068,5
62124,7
56257,5
49151,5
32930,5
58752,7
12774,5
26100,3
48752,5
48544,7
66939,7
55293,7
50822,5
54392,3
47829,7
12794,5
18361,7
31857,7
48358,5
44459,7
29190,5
23908,7
13062,5
45428,7
60253,5
18461,7
49275,7
24761,7
49085,7
39243,7
65809,3
69090,5
21757,5
7779,5
52120,5
31570,5
31235,7
25736,5
59751,7
6665,5
47771,5
48826,5
13387,5
11881,5
34458,7
54911,5
32413,5
57865,5
25438,7
1516,7
31363,5
17019,5
29479,3
9830,5
60988,3
68675,7
68650,5
10101,5
55259,5
29135,7
62987,5
6823,5
52925,5
52130,5
69620,3
36065,5
1235,7
10656,3
21689,7
40153,7
9154,5
26732,5
11737,5
65073,3
66736,3
29109,5
13149,7
67770,5
44265,7
44143,5
26814,5
49307,5
48024,5
41539,5
42207,5
53269,3
24264,5
43461,7
70667,5
7251,7
27922,7
49394,5
37637,7
15503,5
22500,5
45135,5
48574,5
49156,5
43428,7
7529,3
54395,5
53163,5
12044,3
61600,3
63096,5
19430,7
41522,5
27213,5
21929,7
69814,7
5765,7
38471,5
9380,5
40084,7
22307,5
55252,7
26654,7
6472,3
31018,5
43985,5
43929,7
18816,5
69495,7
35655,3
32639,5
2782,7
64747,7
70596,5
26848,5
58844,5
48359,7
19638,3
59276,3
1494,5
27919,7
19814,5
51193,7
66766,7
40696,3
37757,7
39790,3
68405,7
45712,5
8351,7
58502,3
48712,7
19329,5
67904,5
19030,7
1829,5
35531,5
42290,3
25479,7
51293,3
20001,5
40826,7
7235,5
68116,5
35852,3
41189,7
15411,5
48254,7
49050,5
45669,5
1990,5
51065,3
20224,5
3760,5
4224,7
70026,3
25325,5
32928,5
32304,5
4492,7
51317,5
69114,3
55327,7
45647,5
57529,7
1691,5
11499,7
47816,5
65223,7
68086,3
26558,7
54083,7
34562,7
17630,7
9607,3
33076,3
37704,5
20278,5
43356,5
2323,7
62073,5
11340,5
35915,7
34908,7
51548,5
58528,5
37898,5
15869,7
42029,7
55175,5
914,7
18142,5
27547,3
67576,7
5285,5
51891,3
21696,5
70640,7
20103,5
29920,7
61464,7
17787,5
51673,5
35890,5
54454,7
55704,5
53546,5
32108,5
67503,5
36648,7
29343,5
49659,5
13392,3
21604,5
10995,7
33594,5
48430,7
11451,5
60843,7
41319,5
51494,5
9603,7
64469,5
45776,5
69608,3
19241,5
34184,7
65960,3
16548,5
5073,5
4425,5
57045,5
3140,5
16920,7
47739,3
44703,7
44139,5
5339,5
66213,5
40196,7
59206,5
43288,3
5460,7
67170,3
3899,5
25502,7
17312,5
23735,7
34922,7
12792,5
17933,5
55356,5
22775,5
32161,5
36407,7
18277,5
39731,5
50009,7
6263,7
12571,5
38812,7
61938,7
14898,7
31946,5
36838,5
24087,7
50372,5
8569,5
57154,7
60874,7
28684,5
41211,5
24811,5
23395,5
53232,3
31488,7
35899,7
9726,7
5816,5
25457,7
68401,7
54932,5
37763,5
13004,7
12766,7
15582,5
18893,5
16141,7
29550,5
67853,5
12443,5
15061,7
25847,7
31020,5
28447,7
23031,7
58954,5
29388,5
25388,7
51915,7
23956,7
36637,7
65678,5
64027,5
24658,5
60477,7
51511,5
27558,7
11633,5
12653,5
19759,5
62527,5
53311,5
19514,7
18773,5
8002,7
52784,5
34925,5
30729,5
27108,5
58965,7
50164,3
57636,5
19467,5
39186,5
42757,7
67547,7
60939,5
63829,3
33799,5
54792,5
47029,5
1769,3
42693,7
9861,7
18576,7
5435,7
34900,5
13201,5
40596,5
41040,3
8061,7
38504,7
56229,3
62889,5
7301,7
6617,5
28867,5
34359,7
5559,5
32664,5
37227,7
39120,5
14696,3
56312,7
22476,5
45482,7
31791,5
55716,5
13274,5
29270,5
38958,3
21016,5
11565,5
46114,7
15006,5
14185,5
7358,7
9131,5
32052,5
56205,3
9384,7
69455,7
5554,5
29569,5
26257,7
2193,7
35769,7
7298,5
69245,5
6972,7
16321,7
44302,5
12302,5
41524,7
17053,7
8124,5
33225,5
34509,5
57699,5
60130,5
45114,5
65595,7
24416,7
52460,5
69041,5
22741,7
37215,5
64924,5
35806,5
17457,7
8832,5
19112,5
56180,5
27050,5
42230,5
67978,7
52268,5
45900,5
18804,5
52122,3
56678,5
51668,7
35801,7
46834,3
20030,7
27535,7
45257,3
37314,3
66387,7
68939,5
67006,5
35076,5
63258,3
45917,3
48821,3
64590,3
25571,7
10353,5
28741,3
68836,5
47162,7
19846,5
69312,7
64155,5
43494,5
19758,5
44251,7
46075,3
16099,5
26106,7
37854,5
65333,3
25840,7
55449,3
47356,5
7068,7
11078,5
33724,7
59793,3
38603,7
62222,7
62062,7
11664,7
26811,5
57806,5
42444,7
67901,7
29750,5
42101,5
55599,7
50563,3
15827,7
43881,3
70291,5
70199,5
20884,7
28667,5
65084,5
53613,3
31404,7
45642,7
2340,7
19494,3
35230,3
53216,7
2169,7
56194,7
46105,7
48768,7
47007,5
34589,5
19252,5
15240,3
15307,7
6780,3
31370,7
34040,5
56214,7
16302,5
33061,7
1466,7
64874,7
9925,5
57301,3
9461,5
13753,5
1698,5
57549,7
49096,7
43027,5
56153,5
19493,7
59098,3
23701,3
39661,5
62445,5
37453,3
32023,7
5924,3
26328,7
34019,7
45687,5
8198,7
24260,5
62108,7
41219,5
32337,3
64913,5
63554,7
30878,5
58637,5
50347,7
38776,5
29952,5
16097,7
38039,5
28126,3
2333,5
13396,5
60887,7
23724,7
60770,3
27039,7
57336,3
42648,7
62063,7
59759,7
68758,5
41149,5
18940,3
28144,3
18117,3
45405,5
47796,5
67550,5
38608,7
51315,7
16414,3
42485,3
20749,3
22962,7
9827,7
19532,5
63940,3
57420,5
16007,5
61548,5
1438,5
68050,5
13703,5
6079,7
69124,5
57693,5
47318,5
46469,3
36051,7
19443,5
13426,3
56437,3
51207,7
30151,5
21405,3
58155,7
32264,7
41638,5
53407,7
28390,7
33458,3
12781,7
37659,3
61196,5
12645,5
6582,7
34612,5
12086,5
67100,7
41673,5
26674,5
27196,5
4296,3
32866,5
46366,5
54560,3
51125,3
2819,5
46664,5
9478,7
47399,5
65807,5
63840,3
7447,7
35702,7
3238,5
46277,5
17385,7
58192,5
39205,7
67753,7
14921,5
42079,7
42455,5
58140,7
19238,5
28251,5
32948,5
38397,3
15638,5
61319,5
2565,5
8439,5
57284,3
65496,7
26002,5
59125,7
56656,3
19734,7
64172,7
40504,5
60350,5
39966,7
66125,5
44583,7
12942,5
39099,7
24052,7
34965,7
65685,5
40357,5
28240,3
44687,7
37782,7
32541,5
55846,7
9915,7
68138,5
29831,5
5567,5
66729,3
64423,5
68628,5
47016,3
12864,7
22609,5
30582,5
24234,5
37838,5
25294,5
36775,5
61394,7
30510,5
54732,5
5306,3
55918,5
13818,5
63410,5
55664,5
42109,7
48269,5
16004,5
31892,5
58886,5
63409,7
12357,5
29173,3
4484,5
43736,5
17429,5
66624,5
53681,7
36056,5
60833,5
13228,5
22593,5
66128,5
29215,5
50987,7
59160,7
9011,7
18647,5
16607,5
212,5
19104,7
3395,5
2652,7
51628,5
60564,5
69812,5
15522,5
49250,5
24048,7
57765,7
66129,5
17315,5
64750,3
67729,5
67842,5
23666,5
6449,3
31513,7
3176,5
61093,7
54284,3
23846,5
51140,5
56058,7
52563,5
24313,3
2166,7
65215,3
53936,5
8400,3
26040,5
13920,7
50240,7
20900,5
22424,3
48903,5
5941,7
11396,5
13134,5
44225,5
5208,5
69300,5
61011,7
8252,5
58877,3
25722,5
47536,5
37005,5
26723,5
42051,7
70338,3
31991,7
70638,5
21701,7
44151,5
39426,5
570,7
7743,5
44788,3
26787,5
40454,5
48773,7
45261,7
27990,5
27105,7
68128,7
13223,7
46336,5
59895,3
57098,5
63965,5
22463,7
36204,5
44027,3
10739,5
13743,5
50154,5
21357,5
41210,7
60081,5
27040,5
30321,5
34772,5
39990,5
69336,7
43238,5
12705,7
58083,7
11000,5
15811,5
59539,5
62300,5
34403,7
16286,5
37955,5
4161,7
34080,5
52023,7
47841,5
51542,5
28162,7
60392,3
37556,3
17585,5
53056,5
31245,5
67531,5
47195,3
24202,5
48257,5
64526,5
42708,5
61076,7
24894,5
28743,5
2518,7
54325,5
47272,3
3649,7
31115,7
34688,5
22738,3
65576,7
55652,5
56861,3
42843,5
2550,3
36075,5
47910,3
36421,5
36239,5
49135,5
46319,5
60163,3
12819,5
7606,5
36572,5
9507,5
66573,5
20118,7
8239,7
5752,7
18894,5
22723,5
42541,5
26777,5
30696,5
29587,7
62669,5
28565,7
58154,5
11025,7
6313,7
995,7
44748,3
61120,3
63251,3
50280,5
52376,3
30461,5
9272,5
53652,3
29805,5
18223,5
21829,7
15650,5
65620,7
68174,5
7555,7
20657,7
29881,7
70606,5
65748,5
64520,7
35411,3
1480,5
51210,5
61082,5
12980,5
26536,7
19412,7
34967,5
16506,5
44984,5
15123,5
45312,3
58720,5
62123,5
12803,3
13954,5
70108,3
37123,5
22346,3
55138,3
55884,5
14977,5
41910,3
2715,3
63191,5
22873,7
34207,5
20738,5
11790,3
43885,5
12103,7
47541,5
70027,3
17673,7
19294,7
13052,7
6101,5
62498,3
33643,3
39328,3
68622,3
44137,7
13403,7
69454,7
44515,5
19364,5
5996,7
8056,3
46134,5
42717,3
34496,7
15819,7
17907,5
24345,5
61051,5
51239,5
48397,7
54440,5
18950,5
42067,7
23741,5
18025,5
15572,5
20194,7
56028,5
66847,7
18101,5
30980,5
23219,3
288,7
40297,5
3382,3
50395,5
31470,5
220,7
24445,3
64592,3
65325,5
19192,7
780,7
29632,7
43599,7
69571,7
68892,5
7604,3
24324,7
35544,7
41452,7
20951,7
17880,5
21825,7
9593,5
54893,5
29410,5
29863,7
41302,3
55367,5
35739,5
42265,5
34785,7
22821,5
26431,7
3435,5
47733,5
45962,7
6166,5
31139,5
51459,5
38892,5
34248,7
67203,7
26056,7
28608,5
63062,5
8805,7
9347,7
25886,5
49835,5
48959,5
42047,5
44866,5
63219,3
16342,5
62903,3
48020,7
6219,7
15244,7
7556,5
20579,5
60211,7
10780,7
3751,7
13402,5
26782,5
1130,7
20159,7
19931,5
5872,5
9732,5
45336,7
51413,3
26636,5
1023,7
1645,5
32143,3
35740,5
58982,3
36131,3
70029,3
46707,3
41620,5
14448,5
62901,3
31642,5
60469,7
52161,7
57878,7
55204,5
68016,7
62748,3
32364,7
62377,3
24867,5
45740,3
28416,5
12269,7
38779,5
33465,7
35788,3
45466,7
61372,5
27815,7
7167,5
18272,5
24020,5
58684,7
431,7
51871,3
44115,5
40241,5
8156,7
23271,5
25661,5
53245,7
10757,5
521,5
4275,5
60585,5
57932,3
56320,5
19996,7
16093,5
19079,5
32319,5
29240,5
21247,7
50342,5
39462,7
10653,7
68917,3
43648,7
809,7
48488,7
61354,5
37203,3
31581,7
50115,3
57071,5
5812,5
36036,5
23464,5
38722,3
61328,7
10489,5
65247,7
15897,7
44173,5
61225,5
68069,7
10368,5
54318,3
51384,7
14798,5
29435,3
49319,7
40860,7
27274,5
68726,3
59508,7
64489,5
57859,5
59090,5
10769,3
52344,7
64964,5
63513,7
5709,5
2344,7
31417,5
2574,5
63486,5
57984,7
22185,7
30219,5
19927,7
47797,5
8230,7
7515,5
39702,7
28904,5
58763,7
45509,3
57723,5
35302,7
68410,3
15195,7
16318,5
35948,7
50063,3
7813,7
67112,3
14796,7
21943,5
49409,3
49815,7
57904,5
32431,5
1908,7
12891,7
13024,5
65487,5
19883,5
63174,7
8317,5
54486,5
42740,7
64302,5
36609,5
12856,5
28288,7
55113,5
67518,7
5751,7
65140,7
44586,5
681,5
68604,5
17845,5
56623,5
65234,7
38340,7
41538,5
2348,7
37960,5
43524,7
28533,3
65216,7
48702,7
63747,3
18852,7
62800,3
65600,5
69291,3
2305,7
41636,5
51342,3
23924,5
63605,7
4013,5
17528,7
12319,5
9519,3
58977,5
11750,3
32623,5
31643,5
64584,5
5950,7
53500,5
2319,7
59491,7
53371,5
54057,5
68655,3
70160,5
56635,3
6723,5
45960,5
24041,7
60903,5
69241,5
35861,5
57479,5
48719,5
771,5
13170,7
50803,5
69854,5
25241,3
22444,5
14939,7
1136,7
59147,5
17216,7
17335,5
69433,5
60732,7
38305,5
53622,5
27667,7
40115,5
24549,7
35926,5
17593,7
39803,3
29391,5
5289,5
27836,5
3876,5
19801,7
30008,3
39723,5
64521,7
12159,5
63754,5
41662,5
28630,5
23779,5
51591,5
60126,5
30995,5
5095,5
52203,5
26399,7
4884,7
57814,7
56572,5
70148,5
52715,5
20110,5
9990,5
11765,5
32522,5
18396,5
57534,7
46484,3
61320,5
2458,5
36562,3
10908,5
54324,5
23293,7
33275,5
69861,7
12762,5
36108,5
13895,5
52317,5
67991,7
3951,7
15512,5
69817,5
17988,7
35227,5
35160,7
59425,5
52484,5
37180,5
38113,3
10826,7
3097,5
33574,3
26900,7
18457,5
711,7
47234,5
41120,7
52373,7
33235,7
39926,3
61362,5
1673,7
34849,5
57657,7
70572,5
5668,5
38119,5
38239,3
36644,3
62370,5
12832,7
47133,3
21047,7
55244,5
62606,5
23845,7
18494,3
31372,7
27884,5
32267,7
8537,7
47801,7
60457,5
50755,3
44598,7
31777,5
4875,7
15215,5
22887,5
53113,5
31194,7
29389,5
62143,5
1947,7
21235,7
30458,5
17372,3
44425,5
19205,5
12407,5
5017,3
24274,7
29845,5
50488,5
11355,7
63468,7
45050,5
14874,3
9174,5
13643,5
7066,7
31344,5
11706,5
12572,7
3190,5
9697,5
3696,5
43828,5
40717,5
32098,5
31147,7
69183,3
21436,7
64561,7
27540,7
11420,7
61122,3
14634,5
65659,3
17130,7
64845,5
34052,7
68053,7
3160,7
56891,5
46584,5
62069,5
65766,5
7677,7
36945,5
52274,5
8730,7
24808,7
7528,7
15909,5
58337,5
13827,5
57017,5
57386,5
39906,5
51866,5
22526,5
10993,5
35616,5
27364,7
62356,7
28159,7
60456,5
44645,3
42103,5
41921,5
31354,7
7258,3
16289,5
27173,7
6610,5
61691,7
3415,7
32465,5
6130,5
40087,7
57541,7
61812,5
25864,5
66686,7
43310,7
53641,3
47915,5
30363,7
56509,3
10448,7
70308,5
10919,7
1992,7
12350,5
56186,5
51657,3
60594,5
10369,7
51731,3
64066,7
53921,5
7292,5
16381,3
11297,7
59531,5
33942,3
67403,5
32374,5
40649,3
6996,5
47309,3
24773,7
16518,7
37282,5
13319,3
46867,5
37408,3
47422,7
13673,7
2813,5
385,3
29704,7
6297,7
57793,5
61613,5
4942,5
62827,3
28386,7
61007,7
64547,3
31173,7
68244,7
917,5
69392,3
24606,5
11236,5
15776,5
44145,7
35291,7
22600,7
38551,7
12328,7
53087,7
41256,5
30239,7
30814,7
11827,5
38315,7
70028,3
40684,5
706,5
19014,5
50043,5
9149,7
733,5
52536,5
53286,5
36991,3
27967,5
27381,5
36446,7
11665,7
54436,5
2796,5
9828,7
67156,5
69357,5
14295,7
45134,5
9163,7
61829,7
39296,5
35301,5
32113,5
17987,5
55298,5
3165,5
7363,7
15756,7
28220,5
5700,5
30865,5
55163,7
45427,5
43758,7
9455,3
543,5
56838,7
53628,7
35935,5
18546,7
38993,7
61381,5
52769,7
9366,5
55301,7
56684,7
46293,3
32700,5
20160,7
61126,7
63207,5
69734,7
12935,5
64831,5
1781,5
48383,7
43072,3
19894,5
30651,5
16636,7
19460,7
62635,7
27812,5
39500,5
51521,5
14648,7
46878,5
9199,7
3001,5
38116,5
44123,3
37001,7
62376,3
61739,5
10733,5
10388,5
66459,5
42117,7
61831,5
46423,7
9622,7
55266,5
4368,7
63365,5
66073,3
50005,7
52001,5
26055,3
38004,5
13297,7
29661,7
42851,7
8632,7
24617,5
52436,7
25753,5
45089,5
16644,7
57571,7
42811,7
44243,7
18180,5
27976,7
61895,5
38096,5
61839,5
48365,7
20036,5
31396,5
45550,5
53718,7
64202,5
8578,5
55260,5
1134,7
37911,7
33397,7
35842,3
35626,5
28794,7
16737,3
60085,5
4665,7
36392,5
32354,5
38086,7
35914,3
23101,5
39923,7
31964,5
3908,5
28444,5
6349,7
56523,7
27718,3
403,7
12032,5
9234,5
10007,5
62004,7
53335,3
16756,5
41459,5
61516,7
5553,7
19278,5
39377,7
35870,3
30532,7
61693,5
60972,5
61264,3
17663,5
52662,7
43893,7
17775,7
43537,7
13676,7
8942,5
56521,5
66999,3
36788,5
13492,5
42529,7
10459,5
40180,3
6177,3
20587,5
57807,7
55285,5
53694,5
46074,5
23201,5
24603,7
42446,7
60395,7
9756,5
48992,7
41923,5
31013,5
12699,5
2103,5
38698,3
39857,5
10637,5
41674,7
20394,5
5423,5
36178,3
33422,7
12064,5
7893,5
35994,5
24841,7
29540,7
60248,5
69556,5
50031,5
24763,7
31875,7
14716,7
10042,5
52459,7
54041,5
47634,5
10807,5
28699,7
53737,5
70581,5
5760,5
66066,5
62406,3
60332,5
60299,5
8067,5
25937,5
998,7
33121,7
33336,7
64282,3
8681,5
12240,5
23681,5
34681,5
67878,7
68285,5
1793,5
34757,5
33142,3
12908,5
54646,5
33184,5
53907,3
1086,7
46490,5
40088,5
897,5
394,7
43778,7
38264,7
36360,5
18352,3
44108,5
34850,5
64577,7
32436,5
55261,7
59646,5
63206,5
18130,7
30987,7
49198,7
58001,5
5178,5
59611,7
23966,7
23491,7
6061,7
16770,3
52867,5
18327,3
46282,7
27923,5
25001,5
13750,3
38035,5
1157,5
68722,7
59754,5
24351,3
24206,5
48738,5
51503,7
4891,5
23645,5
62521,3
58952,3
53543,7
70622,5
49920,5
69011,3
1797,5
2614,5
45834,7
58161,7
44467,5
60352,7
68318,7
63489,5
34000,5
6601,5
48399,5
10550,7
69649,7
43554,5
40693,5
17772,7
65461,7
51553,3
29238,5
50032,7
13070,3
43034,7
15982,7
48228,5
52989,3
66365,7
37963,5
49362,7
7554,5
61509,7
40707,7
45150,7
26445,5
34222,7
37047,5
11378,5
27357,5
21977,7
23565,5
36362,5
3502,5
17677,3
65446,5
66866,3
10242,3
6295,5
26964,7
32257,5
48198,7
53199,7
49183,3
38202,7
25350,7
22355,7
47997,7
65604,5
6909,7
52479,5
42773,7
2943,5
8909,5
67395,5
56927,3
55509,7
9378,5
21654,5
12599,5
35270,5
60558,7
4232,7
56491,3
36251,5
34485,7
26165,7
22685,7
1951,7
21851,5
64131,7
62518,7
43280,5
21905,5
39615,7
68799,3
41179,3
33941,7
45167,7
42075,5
19086,3
7231,7
62715,7
57580,7
10790,7
38732,5
11268,5
51533,3
39359,5
61486,7
18440,7
22928,5
36167,5
25262,5
60098,3
29759,7
21031,5
48865,5
48928,5
48025,7
3298,5
61151,5
9313,5
34236,5
322,5
61900,3
7181,7
2697,5
57001,5
52288,5
56196,3
63931,5
70657,5
44827,5
42804,7
34941,5
10843,7
7834,5
68505,3
57164,5
52767,7
54329,5
38251,7
58266,5
31249,7
37899,7
64957,7
69704,7
69136,3
37398,5
55895,7
24384,5
70447,3
25821,7
57928,7
46203,7
55923,7
49033,5
26820,5
50450,3
21751,5
13883,7
2284,5
25477,5
36517,7
20667,7
26030,7
27770,5
45619,5
62905,5
44449,3
19495,5
23352,5
22943,5
63438,3
26682,5
38784,7
6418,7
11539,5
69816,5
20468,5
59568,5
64368,3
59786,5
7059,5
3598,5
35058,7
48374,5
32448,5
33691,5
12887,7
36719,3
4907,3
53406,5
7025,7
58840,5
823,5
3218,5
14353,5
66768,7
59220,5
67690,7
35925,5
34597,5
45896,3
54115,5
67494,5
1414,7
21478,7
10641,7
26954,7
25546,7
22387,7
64230,5
40467,5
